index	prefix_1	prefix_2	prefix_3	tree_depth	radius_A	radius_B
8828	2	8	26	0	2.568	2.688
8831	2	2	2	0	2.641	1.647
8839	1	1	10	0	2.449	2.641
8845	1	7	16	0	2.372	1.991
8846	2	8	17	0	2.713	2.074
8850	0	3	21	1	2.404	2.262
8861	2	5	5	0	2.963	2.414
8877	0	3	21	1	3.586	2.121
8883	0	0	0	3	2.761	1.769
8884	1	1	1	0	2.798	1.999
8888	2	5	5	0	2.592	2.203
8889	0	6	6	1	1.825	2.369
8890	1	7	7	0	2.311	1.790
8900	2	8	17	0	3.256	2.222
8903	2	2	20	0	2.338	2.081
8907	0	6	24	1	2.961	1.947
8908	1	7	25	0	3.221	2.097
8911	1	1	1	0	2.828	2.246
8912	2	2	2	0	1.880	1.803
8916	0	6	6	1	3.184	2.489
8917	1	7	7	0	1.762	2.454
8920	1	1	10	0	2.150	1.865
8924	2	5	14	0	1.800	1.944
8926	1	7	16	0	2.504	1.952
8930	2	2	20	0	2.853	1.909
8938	1	1	1	0	2.242	2.429
8940	0	3	3	1	1.381	2.175
8943	0	6	6	1	2.405	2.155
8951	2	5	14	0	2.569	2.190
8952	0	6	15	1	2.490	2.381
8954	2	8	17	0	1.525	2.024
8956	1	1	19	0	2.674	2.344
8959	1	4	22	0	2.072	2.780
8960	2	5	23	0	2.155	1.740
8961	0	6	24	1	2.847	2.281
8962	1	7	25	0	2.280	2.305
8965	1	1	1	0	2.689	2.032
8977	1	4	13	0	2.238	1.570
8979	0	6	15	1	1.996	2.659
8988	0	6	24	1	2.096	2.815
8993	2	2	2	0	2.227	1.838
8994	0	3	3	1	2.051	2.001
8996	2	5	5	0	2.602	2.166
8998	1	7	7	0	2.096	1.954
9000	0	0	9	2	2.540	2.052
9002	2	2	11	0	2.074	1.794
9006	0	6	15	1	2.882	2.013
9010	1	1	19	0	2.538	2.223
9011	2	2	20	0	2.346	2.336
9012	0	3	21	1	3.251	2.184
9016	1	7	25	0	1.867	1.945
9021	0	3	3	1	2.052	1.870
9023	2	5	5	0	3.120	2.228
9024	0	6	6	1	2.204	1.661
9029	2	2	11	0	1.957	1.940
9032	2	5	14	0	3.364	2.419
9039	0	3	21	1	2.304	2.190
9040	1	4	22	0	2.603	2.147
9041	2	5	23	0	3.584	1.792
9042	0	6	24	1	2.712	2.219
9047	2	2	2	0	3.206	2.379
9050	2	5	5	0	1.898	2.352
9052	1	7	7	0	3.412	1.860
9059	2	5	14	0	3.239	2.114
9060	0	6	15	1	1.797	1.951
9066	0	3	21	1	2.874	2.279
9072	0	0	0	4	2.761	2.152
9075	0	3	3	1	2.217	2.139
9085	1	4	13	0	3.384	2.046
9086	2	5	14	0	2.805	2.627
9087	0	6	15	1	2.018	2.348
9092	2	2	20	0	2.790	1.877
9105	0	6	6	1	2.762	2.376
9108	0	0	9	2	2.322	2.366
9114	0	6	15	1	2.883	2.044
9115	1	7	16	0	1.585	1.915
9116	2	8	17	0	2.481	2.378
9117	0	0	18	2	3.534	2.481
9120	0	3	21	1	2.902	2.392
9125	2	8	26	0	2.448	1.821
9127	1	1	1	0	2.099	2.120
9128	2	2	2	0	2.847	2.789
9129	0	3	3	1	2.796	1.698
9132	0	6	6	1	2.596	2.048
9139	1	4	13	0	2.523	1.600
9142	1	7	16	0	3.264	1.800
9145	1	1	19	0	3.192	0.990
9146	2	2	20	0	2.080	2.119
9162	0	0	9	2	2.751	2.194
9163	1	1	10	0	2.972	2.983
9165	0	3	12	1	2.543	2.482
9166	1	4	13	0	2.865	1.985
9167	2	5	14	0	2.142	1.907
9169	1	7	16	0	2.471	2.003
9170	2	8	17	0	2.370	2.275
9181	1	1	1	0	2.196	1.878
9183	0	3	3	1	2.595	1.955
9184	1	4	4	0	2.604	2.050
9186	0	6	6	1	1.710	2.262
9187	1	7	7	0	2.369	2.441
9195	0	6	15	1	3.431	2.365
9201	0	3	21	1	2.307	2.279
9205	1	7	25	0	2.520	2.680
9210	0	3	3	1	2.153	2.391
9219	0	3	12	1	2.191	2.461
9224	2	8	17	0	2.339	2.815
9232	1	7	25	0	1.753	2.405
9233	2	8	26	0	1.795	2.552
9244	1	1	10	0	3.149	2.487
9250	1	7	16	0	2.071	2.088
9262	1	1	1	0	2.947	2.418
9263	2	2	2	0	2.155	2.575
9264	0	3	3	1	2.506	2.185
9267	0	6	6	1	2.877	2.392
9268	1	7	7	0	2.863	2.390
9269	2	8	8	0	2.051	2.157
9273	0	3	12	1	3.420	1.664
9275	2	5	14	0	4.338	1.701
9277	1	7	16	0	2.695	1.806
9281	2	2	20	0	2.368	2.354
9282	0	3	21	1	2.224	2.162
9288	0	0	0	3	2.120	2.437
9292	1	4	4	0	2.348	2.259
9299	2	2	11	0	2.779	2.010
9306	0	0	18	2	2.246	2.195
9307	1	1	19	0	2.872	2.524
9310	1	4	22	0	2.181	1.828
9311	2	5	23	0	2.525	2.373
9317	2	2	2	0	2.148	1.835
9321	0	6	6	1	2.263	2.412
9322	1	7	7	0	2.950	1.857
9324	0	0	9	2	2.997	1.941
9326	2	2	11	0	2.024	2.122
9328	1	4	13	0	3.019	1.586
9336	0	3	21	1	2.838	2.326
9338	2	5	23	0	2.292	2.208
9340	1	7	25	0	2.306	2.302
9341	2	8	26	0	2.577	2.578
9343	1	1	1	0	2.431	1.960
9347	2	5	5	0	2.336	2.269
9352	1	1	10	0	2.767	2.485
9357	0	6	15	1	2.134	2.586
9362	2	2	20	0	2.740	2.478
9363	0	3	21	1	3.135	2.444
9369	0	0	0	3	2.122	2.163
9371	2	2	2	0	2.636	2.263
9374	2	5	5	0	3.050	2.435
9375	0	6	6	1	1.949	2.034
9378	0	0	9	2	2.279	1.924
9387	0	0	18	2	3.077	1.865
9388	1	1	19	0	1.912	1.764
9391	1	4	22	0	2.578	2.154
9394	1	7	25	0	2.883	2.389
9396	0	0	0	4	2.528	2.520
9400	1	4	4	0	2.256	2.041
9401	2	5	5	0	2.597	2.299
9406	1	1	10	0	3.104	2.043
9407	2	2	11	0	2.043	2.014
9412	1	7	16	0	2.635	2.404
9413	2	8	17	0	2.231	2.190
9416	2	2	20	0	2.949	2.126
9425	2	2	2	0	2.516	2.217
9426	0	3	3	1	2.274	2.311
9430	1	7	7	0	1.800	2.509
9438	0	6	15	1	2.490	2.413
9440	2	8	17	0	2.722	2.666
9444	0	3	21	1	2.583	2.580
9456	0	6	6	1	1.978	2.605
9457	1	7	7	0	2.644	2.573
9459	0	0	9	2	2.322	2.307
9464	2	5	14	0	2.665	2.448
9470	2	2	20	0	2.285	2.478
9478	1	1	1	0	2.892	2.386
9480	0	3	3	1	2.447	2.319
9482	2	5	5	0	2.288	2.029
9484	1	7	7	0	2.524	1.715
9485	2	8	8	0	1.829	1.949
9486	0	0	9	2	2.418	3.060
9489	0	3	12	1	2.367	2.030
9491	2	5	14	0	2.607	2.418
9495	0	0	18	2	1.808	2.185
9497	2	2	20	0	2.273	2.139
9509	2	5	5	0	1.932	1.979
9514	1	1	10	0	2.132	1.367
9517	1	4	13	0	2.403	2.291
9521	2	8	17	0	2.501	1.512
9524	2	2	20	0	2.656	2.006
9529	1	7	25	0	1.842	2.451
9535	1	4	4	0	2.673	2.417
9543	0	3	12	1	2.545	1.845
9544	1	4	13	0	2.577	2.118
9546	0	6	15	1	2.106	1.701
9547	1	7	16	0	2.930	1.812
9550	1	1	19	0	3.079	1.921
9554	2	5	23	0	3.006	2.213
9557	2	8	26	0	2.811	2.126
9562	1	4	4	0	1.907	1.688
9563	2	5	5	0	2.287	2.158
9567	0	0	9	2	2.365	2.213
9571	1	4	13	0	2.972	2.236
9572	2	5	14	0	2.308	1.682
9584	2	8	26	0	1.686	2.052
9589	1	4	4	0	3.510	1.726
9598	1	4	13	0	2.052	2.135
9606	0	3	21	1	2.183	2.395
9613	1	1	1	0	2.592	1.917
9615	0	3	3	1	2.901	1.967
9617	2	5	5	0	2.635	2.083
9619	1	7	7	0	2.161	2.048
9626	2	5	14	0	2.451	2.212
9635	2	5	23	0	1.958	2.258
9639	0	0	0	4	2.732	2.377
9641	2	2	2	0	1.621	1.639
9642	0	3	3	1	2.979	2.098
9650	2	2	11	0	2.330	1.951
9651	0	3	12	1	1.898	2.785
9657	0	0	18	2	2.111	2.487
9663	0	6	24	1	1.729	2.908
9665	2	8	26	0	2.236	2.357
9667	1	1	1	0	2.894	2.200
9670	1	4	4	0	2.282	1.456
9671	2	5	5	0	2.667	2.106
9672	0	6	6	1	1.511	1.890
9674	2	8	8	0	2.244	2.452
9678	0	3	12	1	2.941	1.673
9680	2	5	14	0	3.084	1.817
9684	0	0	18	2	2.878	2.323
9686	2	2	20	0	2.345	2.074
9687	0	3	21	1	3.074	1.993
9688	1	4	22	0	1.931	1.516
9692	2	8	26	0	2.334	2.225
9695	2	2	2	0	2.531	1.888
9700	1	7	7	0	2.076	2.481
9707	2	5	14	0	2.564	2.184
9713	2	2	20	0	3.015	1.901
9722	2	2	2	0	2.820	1.998
9743	2	5	23	0	3.092	2.051
9745	1	7	25	0	2.389	1.815
9746	2	8	26	0	2.398	1.928
9752	2	5	5	0	2.995	2.146
9755	2	8	8	0	2.167	2.251
9766	1	1	19	0	3.193	1.759
9771	0	6	24	1	3.010	2.336
9776	2	2	2	0	2.119	2.313
9777	0	3	3	1	2.338	2.190
9779	2	5	5	0	2.139	2.694
9780	0	6	6	1	2.639	1.736
9781	1	7	7	0	2.799	2.273
9783	0	0	9	2	2.643	2.627
9784	1	1	10	0	2.818	2.083
9790	1	7	16	0	2.701	1.850
9791	2	8	17	0	1.929	2.190
9792	0	0	18	2	2.047	1.783
9794	2	2	20	0	2.870	1.623
9802	1	1	1	0	2.268	1.792
9805	1	4	4	0	3.504	1.819
9806	2	5	5	0	2.713	2.135
9810	0	0	9	2	2.342	2.648
9812	2	2	11	0	3.100	1.918
9817	1	7	16	0	3.125	1.912
9822	0	3	21	1	2.091	1.995
9823	1	4	22	0	2.940	1.721
9826	1	7	25	0	2.485	1.748
9828	0	0	0	3	2.768	2.350
9829	1	1	1	0	2.264	2.037
9830	2	2	2	0	2.595	1.943
9831	0	3	3	1	1.720	2.246
9836	2	8	8	0	2.155	2.344
9839	2	2	11	0	3.073	1.273
9840	0	3	12	1	2.850	1.314
9841	1	4	13	0	2.481	1.532
9843	0	6	15	1	2.599	2.101
9844	1	7	16	0	3.087	1.668
9846	0	0	18	2	2.925	1.568
9854	2	8	26	0	2.905	2.049
9861	0	6	6	1	3.198	2.342
9866	2	2	11	0	3.185	2.126
9867	0	3	12	1	2.945	2.368
9868	1	4	13	0	1.744	2.345
9874	1	1	19	0	2.492	1.950
9876	0	3	21	1	1.956	1.741
9882	0	0	0	4	2.979	1.982
9883	1	1	1	0	2.497	2.499
9884	2	2	2	0	2.994	2.143
9888	0	6	6	1	1.378	2.114
9890	2	8	8	0	2.130	2.231
9891	0	0	9	2	2.598	2.129
9894	0	3	12	1	1.982	2.263
9899	2	8	17	0	2.055	2.374
9900	0	0	18	2	2.291	2.096
9902	2	2	20	0	2.249	1.741
9904	1	4	22	0	2.933	2.290
9906	0	6	24	1	2.309	2.503
9912	0	3	3	1	2.196	2.062
9922	1	4	13	0	2.790	1.864
9923	2	5	14	0	2.770	2.074
9930	0	3	21	1	2.362	2.219
9934	1	7	25	0	3.000	2.122
9947	2	2	11	0	2.949	2.352
9956	2	2	20	0	2.875	1.928
9957	0	3	21	1	2.643	1.698
9958	1	4	22	0	1.850	1.678
9964	1	1	1	0	2.535	2.379
9965	2	2	2	0	2.829	2.148
9968	2	5	5	0	2.604	1.969
9973	1	1	10	0	2.320	1.746
9981	0	0	18	2	2.611	2.118
9983	2	2	20	0	2.111	2.229
9984	0	3	21	1	2.324	1.906
9987	0	6	24	1	2.358	2.212
9988	1	7	25	0	2.289	2.576
9991	1	1	1	0	2.266	1.544
9998	2	8	8	0	3.389	2.182
10000	1	1	10	0	1.933	2.092
10006	1	7	16	0	2.159	2.190
10009	1	1	19	0	1.820	2.087
10010	2	2	20	0	2.656	1.849
10016	2	8	26	0	2.951	1.891
10030	1	4	13	0	2.518	2.206
10033	1	7	16	0	2.733	2.098
10043	2	8	26	0	2.525	2.458
10047	0	3	3	1	2.535	1.876
10048	1	4	4	0	2.050	2.128
10053	0	0	9	2	2.318	1.906
10062	0	0	18	2	3.021	1.987
10076	2	5	5	0	3.212	2.000
10079	2	8	8	0	2.681	3.081
10081	1	1	10	0	3.773	1.770
10088	2	8	17	0	1.683	2.448
10098	0	0	0	3	2.114	2.142
10101	0	3	3	1	2.527	2.436
10102	1	4	4	0	2.255	2.020
10104	0	6	6	1	2.958	2.467
10106	2	8	8	0	2.951	3.001
10110	0	3	12	1	3.048	2.028
10120	1	4	22	0	2.573	2.561
10123	1	7	25	0	2.475	2.142
10124	2	8	26	0	2.348	2.688
10125	0	0	0	4	2.502	2.241
10127	2	2	2	0	2.557	2.112
10134	0	0	9	2	2.670	1.723
10137	0	3	12	1	1.686	1.910
10140	0	6	15	1	2.291	2.435
10144	1	1	19	0	2.520	2.235
10146	0	3	21	1	2.252	1.949
10155	0	3	3	1	2.313	1.876
10160	2	8	8	0	2.634	2.683
10163	2	2	11	0	3.589	1.953
10165	1	4	13	0	2.842	1.587
10167	0	6	15	1	2.958	2.338
10171	1	1	19	0	2.134	2.121
10180	1	1	1	0	2.282	2.505
10182	0	3	3	1	3.043	2.145
10189	1	1	10	0	2.884	2.104
10190	2	2	11	0	2.949	2.486
10192	1	4	13	0	2.339	2.183
10194	0	6	15	1	2.087	2.176
10209	0	3	3	1	2.146	2.088
10211	2	5	5	0	2.071	2.166
10214	2	8	8	0	2.393	2.071
10220	2	5	14	0	3.095	1.695
10222	1	7	16	0	2.749	2.516
10226	2	2	20	0	2.139	1.834
10227	0	3	21	1	1.983	2.231
10236	0	3	3	1	2.460	2.001
10238	2	5	5	0	2.298	2.093
10240	1	7	7	0	2.080	1.854
10241	2	8	8	0	1.824	2.768
10242	0	0	9	2	2.355	2.536
10245	0	3	12	1	1.621	1.961
10246	1	4	13	0	2.391	1.558
10247	2	5	14	0	3.253	1.720
10253	2	2	20	0	2.385	2.028
10258	1	7	25	0	3.019	2.075
10262	2	2	2	0	3.032	2.407
10263	0	3	3	1	2.112	1.769
10267	1	7	7	0	1.889	2.448
10269	0	0	9	2	1.560	2.076
10272	0	3	12	1	1.197	1.628
10276	1	7	16	0	1.421	1.945
10278	0	0	18	2	1.800	2.065
10279	1	1	19	0	2.756	2.200
10281	0	3	21	1	2.950	2.001
10284	0	6	24	1	2.297	2.751
10286	2	8	26	0	3.156	2.154
10290	0	3	3	1	1.860	1.907
10295	2	8	8	0	1.269	1.949
10296	0	0	9	2	2.041	2.397
10301	2	5	14	0	2.421	2.260
10305	0	0	18	2	2.689	2.172
10306	1	1	19	0	2.824	2.506
10308	0	3	21	1	2.583	2.222
10311	0	6	24	1	2.322	2.025
10318	1	4	4	0	2.358	1.625
10322	2	8	8	0	2.790	2.302
10326	0	3	12	1	2.217	2.004
10335	0	3	21	1	1.951	2.100
10336	1	4	22	0	3.008	1.842
10339	1	7	25	0	1.974	2.542
10341	0	0	0	3	2.352	2.222
10343	2	2	2	0	1.755	2.219
10345	1	4	4	0	2.463	2.678
10351	1	1	10	0	2.313	1.814
10356	0	6	15	1	2.266	2.448
10359	0	0	18	2	1.935	2.249
10360	1	1	19	0	1.992	1.403
10365	0	6	24	1	2.493	2.178
10366	1	7	25	0	1.443	2.039
10367	2	8	26	0	2.305	1.895
10370	2	2	2	0	1.853	2.220
10376	2	8	8	0	1.268	2.255
10378	1	1	10	0	3.148	2.269
10383	0	6	15	1	1.561	2.167
10388	2	2	20	0	2.395	2.091
10396	1	1	1	0	1.636	1.921
10397	2	2	2	0	3.128	2.212
10403	2	8	8	0	2.460	2.712
10413	0	0	18	2	2.467	2.043
10415	2	2	20	0	2.132	2.637
10420	1	7	25	0	2.619	2.304
10422	0	0	0	3	3.104	1.876
10426	1	4	4	0	3.150	2.524
10427	2	5	5	0	2.534	2.329
10437	0	6	15	1	2.820	1.797
10442	2	2	20	0	2.423	2.368
10443	0	3	21	1	2.041	1.946
10444	1	4	22	0	2.434	2.139
10448	2	8	26	0	1.778	2.394
10449	0	0	0	5	2.582	1.792
10450	1	1	1	0	2.694	1.740
10456	1	7	7	0	1.863	1.828
10457	2	8	8	0	2.425	2.533
10463	2	5	14	0	2.670	2.068
10469	2	2	20	0	2.046	2.243
10472	2	5	23	0	3.039	1.821
10476	0	0	0	3	2.557	1.916
10477	1	1	1	0	3.016	3.106
10483	1	7	7	0	2.804	2.254
10493	2	8	17	0	2.430	2.269
10496	2	2	20	0	3.316	2.538
10506	0	3	3	1	2.197	2.058
10507	1	4	4	0	2.867	2.465
10508	2	5	5	0	2.163	2.648
10509	0	6	6	1	2.192	2.521
10514	2	2	11	0	2.118	2.170
10516	1	4	13	0	2.864	1.713
10520	2	8	17	0	2.357	2.452
10524	0	3	21	1	2.770	2.081
10525	1	4	22	0	1.986	2.073
10535	2	5	5	0	2.309	2.285
10538	2	8	8	0	2.482	2.657
10544	2	5	14	0	2.145	2.447
10546	1	7	16	0	2.300	2.054
10552	1	4	22	0	2.012	2.673
10554	0	6	24	1	3.158	2.619
10558	1	1	1	0	2.894	2.361
10559	2	2	2	0	2.951	2.465
10561	1	4	4	0	1.645	1.898
10563	0	6	6	1	1.861	2.110
10570	1	4	13	0	2.281	2.539
10571	2	5	14	0	2.636	2.165
10572	0	6	15	1	2.223	1.514
10579	1	4	22	0	2.284	2.011
10586	2	2	2	0	2.217	2.392
10590	0	6	6	1	2.414	2.214
10593	0	0	9	2	2.775	2.330
10597	1	4	13	0	2.757	2.185
10598	2	5	14	0	1.917	2.259
10603	1	1	19	0	2.624	1.977
10605	0	3	21	1	2.201	2.294
10606	1	4	22	0	2.885	2.456
10609	1	7	25	0	2.441	2.442
10619	2	8	8	0	2.916	2.624
10621	1	1	10	0	3.192	1.819
10626	0	6	15	1	1.568	2.309
10629	0	0	18	2	1.947	2.091
10630	1	1	19	0	2.881	1.817
10633	1	4	22	0	2.554	1.724
10638	0	0	0	3	2.366	2.251
10639	1	1	1	0	2.623	2.313
10642	1	4	4	0	2.694	1.833
10650	0	3	12	1	2.087	2.426
10651	1	4	13	0	2.878	2.190
10652	2	5	14	0	2.130	2.082
10654	1	7	16	0	2.004	1.979
10655	2	8	17	0	2.743	2.510
10656	0	0	18	2	2.162	2.002
10663	1	7	25	0	3.054	2.099
10678	1	4	13	0	2.614	2.127
10681	1	7	16	0	2.983	2.498
10686	0	3	21	1	2.277	1.953
10688	2	5	23	0	1.836	2.288
10690	1	7	25	0	2.449	2.502
10694	2	2	2	0	3.130	2.290
10705	1	4	13	0	2.995	1.789
10706	2	5	14	0	2.886	2.256
10709	2	8	17	0	2.273	2.608
10710	0	0	18	2	2.048	1.955
10724	2	5	5	0	1.777	2.805
10726	1	7	7	0	2.240	2.872
10729	1	1	10	0	2.863	1.633
10741	1	4	22	0	1.750	2.021
10745	2	8	26	0	1.889	2.203
10746	0	0	0	3	2.447	2.605
10748	2	2	2	0	1.714	3.158
10751	2	5	5	0	2.136	3.177
10756	1	1	10	0	2.842	2.546
10759	1	4	13	0	1.953	2.776
10763	2	8	17	0	2.436	2.602
10766	2	2	20	0	1.999	2.265
10769	2	5	23	0	2.059	2.302
10790	2	8	17	0	2.464	2.438
10798	1	7	25	0	2.552	2.368
10801	1	1	1	0	2.520	2.379
10803	0	3	3	1	2.593	2.342
10807	1	7	7	0	2.757	2.191
10809	0	0	9	2	3.047	2.032
10819	1	1	19	0	2.408	2.069
10820	2	2	20	0	2.995	2.192
10821	0	3	21	1	1.937	2.448
10822	1	4	22	0	3.454	2.133
10823	2	5	23	0	3.218	1.649
10827	0	0	0	3	1.376	2.406
10831	1	4	4	0	3.391	2.393
10833	0	6	6	1	2.386	2.670
10835	2	8	8	0	2.792	3.183
10839	0	3	12	1	2.034	2.028
10841	2	5	14	0	3.031	2.335
10842	0	6	15	1	2.117	2.359
10845	0	0	18	2	1.681	2.336
10848	0	3	21	1	2.123	2.392
10849	1	4	22	0	2.475	2.778
10851	0	6	24	1	2.526	2.437
10854	0	0	0	4	2.996	2.280
10855	1	1	1	0	2.472	1.811
10856	2	2	2	0	2.834	2.419
10862	2	8	8	0	2.067	2.395
10864	1	1	10	0	2.667	2.195
10865	2	2	11	0	2.725	2.129
10869	0	6	15	1	2.151	2.054
10870	1	7	16	0	2.505	2.581
10874	2	2	20	0	2.136	2.244
10875	0	3	21	1	2.302	2.143
10876	1	4	22	0	1.823	2.071
10878	0	6	24	1	3.018	2.597
10885	1	4	4	0	2.439	2.080
10886	2	5	5	0	2.606	2.372
10893	0	3	12	1	2.324	2.076
10895	2	5	14	0	1.926	2.498
10899	0	0	18	2	3.098	2.619
10910	2	2	2	0	2.275	2.980
10913	2	5	5	0	1.512	2.918
10921	1	4	13	0	1.877	2.498
10923	0	6	15	1	2.013	2.987
10928	2	2	20	0	2.311	2.542
10929	0	3	21	1	1.947	2.372
10930	1	4	22	0	2.355	2.305
10957	1	4	22	0	1.939	2.107
10965	0	3	3	1	2.373	1.763
10966	1	4	4	0	2.884	1.957
10968	0	6	6	1	2.742	1.999
10977	0	6	15	1	2.106	2.193
10978	1	7	16	0	2.858	1.867
10983	0	3	21	1	2.137	1.668
10986	0	6	24	1	2.903	1.888
10998	0	0	9	2	2.723	1.530
11001	0	3	12	1	3.361	2.047
11005	1	7	16	0	2.234	1.824
11014	1	7	25	0	2.907	2.352
11015	2	8	26	0	1.506	2.004
11019	0	3	3	1	2.203	2.341
11022	0	6	6	1	1.894	1.959
11023	1	7	7	0	1.386	1.781
11028	0	3	12	1	3.019	2.030
11029	1	4	13	0	2.864	1.422
11035	1	1	19	0	1.595	1.948
11046	0	3	3	1	2.351	1.931
11055	0	3	12	1	3.371	1.917
11059	1	7	16	0	3.141	2.022
11061	0	0	18	2	2.046	2.108
11063	2	2	20	0	2.105	1.984
11067	0	6	24	1	2.263	1.528
11070	0	0	0	3	1.715	2.253
11071	1	1	1	0	1.986	1.909
11073	0	3	3	1	1.895	2.590
11078	2	8	8	0	1.639	2.347
11085	0	6	15	1	2.514	2.347
11087	2	8	17	0	1.881	2.315
11089	1	1	19	0	2.381	1.913
11093	2	5	23	0	2.872	2.150
11099	2	2	2	0	2.406	1.885
11106	0	0	9	2	2.564	2.100
11109	0	3	12	1	2.749	1.900
11111	2	5	14	0	1.997	1.624
11118	0	3	21	1	2.251	2.587
11125	1	1	1	0	2.550	1.719
11130	0	6	6	1	2.084	2.879
11135	2	2	11	0	2.398	2.012
11137	1	4	13	0	2.315	2.003
11140	1	7	16	0	2.361	2.264
11146	1	4	22	0	2.027	2.332
11147	2	5	23	0	1.845	2.087
11149	1	7	25	0	1.489	2.856
11152	1	1	1	0	2.711	1.644
11160	0	0	9	2	1.719	1.771
11164	1	4	13	0	2.157	2.048
11165	2	5	14	0	1.930	2.087
11169	0	0	18	2	1.778	1.887
11170	1	1	19	0	1.893	1.853
11181	0	3	3	1	2.258	1.935
11185	1	7	7	0	2.402	2.533
11197	1	1	19	0	3.390	1.476
11199	0	3	21	1	2.269	2.238
11200	1	4	22	0	2.946	2.440
11203	1	7	25	0	1.964	2.287
11206	1	1	1	0	1.871	1.541
11217	0	3	12	1	1.668	1.765
11228	2	5	23	0	2.461	2.555
11230	1	7	25	0	2.542	1.911
11234	2	2	2	0	2.115	2.505
11235	0	3	3	1	2.368	1.822
11241	0	0	9	2	2.130	1.970
11242	1	1	10	0	1.454	1.854
11244	0	3	12	1	3.001	2.295
11248	1	7	16	0	2.497	2.037
11253	0	3	21	1	2.834	1.870
11258	2	8	26	0	2.084	2.232
11259	0	0	0	4	2.139	1.989
11263	1	4	4	0	2.190	2.020
11264	2	5	5	0	2.540	1.988
11265	0	6	6	1	1.803	2.561
11267	2	8	8	0	1.772	1.975
11268	0	0	9	2	1.796	1.943
11270	2	2	11	0	2.432	2.041
11273	2	5	14	0	2.666	2.136
11276	2	8	17	0	2.534	1.412
11280	0	3	21	1	1.588	1.911
11283	0	6	24	1	1.728	2.013
11285	2	8	26	0	1.427	2.366
11289	0	3	3	1	2.184	1.948
11298	0	3	12	1	2.531	1.475
11303	2	8	17	0	1.850	1.849
11306	2	2	20	0	2.132	1.440
11309	2	5	23	0	2.436	1.562
11310	0	6	24	1	2.360	1.874
11314	1	1	1	0	2.687	2.378
11317	1	4	4	0	1.962	2.480
11323	1	1	10	0	2.269	2.247
11327	2	5	14	0	1.805	2.485
11329	1	7	16	0	1.495	2.363
11333	2	2	20	0	2.917	2.546
11337	0	6	24	1	1.914	2.250
11338	1	7	25	0	2.161	1.714
11342	2	2	2	0	2.727	1.790
11349	0	0	9	2	2.595	1.570
11351	2	2	11	0	2.556	2.019
11360	2	2	20	0	2.927	1.852
11363	2	5	23	0	2.266	2.339
11364	0	6	24	1	2.830	2.522
11376	0	0	9	2	1.659	2.023
11377	1	1	10	0	3.120	1.806
11379	0	3	12	1	2.592	2.071
11380	1	4	13	0	2.673	2.003
11384	2	8	17	0	2.773	2.501
11386	1	1	19	0	2.197	1.486
11392	1	7	25	0	2.378	2.486
11395	1	1	1	0	2.351	1.830
11400	0	6	6	1	3.008	2.393
11401	1	7	7	0	1.970	2.440
11406	0	3	12	1	1.968	1.774
11413	1	1	19	0	2.119	1.674
11414	2	2	20	0	2.333	1.919
11422	1	1	1	0	1.915	2.247
11426	2	5	5	0	2.258	2.267
11429	2	8	8	0	1.649	2.338
11436	0	6	15	1	2.455	1.943
11448	0	0	0	3	2.117	2.124
11449	1	1	1	0	2.283	1.637
11455	1	7	7	0	2.117	2.396
11457	0	0	9	2	2.501	1.776
11459	2	2	11	0	2.247	2.178
11460	0	3	12	1	3.026	1.630
11462	2	5	14	0	3.141	2.059
11467	1	1	19	0	1.882	1.765
11472	0	6	24	1	2.510	2.347
11484	0	0	9	2	1.761	1.710
11485	1	1	10	0	1.614	1.918
11489	2	5	14	0	2.927	2.380
11495	2	2	20	0	2.499	2.285
11502	0	0	0	4	2.120	2.174
11504	2	2	2	0	1.993	2.343
11506	1	4	4	0	1.717	2.033
11507	2	5	5	0	1.737	2.701
11509	1	7	7	0	1.714	2.280
11519	2	8	17	0	2.063	1.830
11522	2	2	20	0	2.356	1.412
11523	0	3	21	1	1.841	2.122
11526	0	6	24	1	1.752	2.751
11528	2	8	26	0	2.280	2.489
11531	2	2	2	0	2.740	2.692
11532	0	3	3	1	2.719	2.079
11533	1	4	4	0	1.577	2.102
11540	2	2	11	0	1.627	2.210
11542	1	4	13	0	2.760	2.184
11544	0	6	15	1	2.366	2.449
11552	2	5	23	0	2.274	2.483
11561	2	5	5	0	2.719	2.552
11563	1	7	7	0	1.768	2.649
11570	2	5	14	0	2.346	2.828
11571	0	6	15	1	2.710	2.031
11584	1	1	1	0	2.746	2.729
11586	0	3	3	1	1.991	2.180
11589	0	6	6	1	1.842	2.199
11597	2	5	14	0	2.302	2.257
11598	0	6	15	1	2.245	2.544
11605	1	4	22	0	2.193	1.908
11609	2	8	26	0	1.829	2.282
11614	1	4	4	0	2.474	2.388
11626	1	7	16	0	2.635	2.520
11632	1	4	22	0	1.997	2.136
11636	2	8	26	0	2.542	2.726
11637	0	0	0	3	1.889	2.121
11641	1	4	4	0	2.722	2.710
11645	2	8	8	0	2.723	3.223
11649	0	3	12	1	2.325	2.162
11654	2	8	17	0	2.372	2.760
11656	1	1	19	0	1.994	2.228
11659	1	4	22	0	2.743	2.319
11666	2	2	2	0	2.759	2.281
11692	1	1	1	0	2.421	2.087
11697	0	6	6	1	1.773	1.641
11701	1	1	10	0	2.142	2.151
11702	2	2	11	0	2.799	2.179
11712	0	3	21	1	2.651	1.525
